event_id_cnty,event_date,year,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,country,admin1,admin2,admin3,location,latitude,longitude,source,notes,fatalities
KEN7743,9-Jul-21,2021,Battles,Armed clash,Borana Ethnic Militia (Kenya),,4,Garba Ethnic Militia (Kenya),,Kenya,Marsabit,Saku,Marsabit Central,Marsabit,2.333,37.983,Daily Nation (Kenya),"On 9 July 2021, Borana ethnic militia clashed with the Garba ethnic militia in Shegel village near Marsabit town (Marsabit Central, Saku, Marsabit). Two people were killed.",2
KEN7741,8-Jul-21,2021,Battles,Armed clash,Borana Ethnic Militia (Kenya),,4,Garba Ethnic Militia (Kenya),,Kenya,Marsabit,Saku,Marsabit Central,Jirime,2.4481,37.9048,Daily Nation (Kenya),"On 8 July 2021, Borana ethnic militia clashed with the Garba ethnic militia at Manyatta Daba area in Jirime village (Marsabit Central, Saku, Marsabit). Two people were killed, including a woman.",2
KEN7735,5-Jul-21,2021,Battles,Armed clash,Borana Ethnic Militia (Kenya),,4,Garba Ethnic Militia (Kenya),,Kenya,Marsabit,Saku,Marsabit Central,Jirime,2.4481,37.9048,Daily Nation (Kenya),"On 5 July 2021, Borana ethnic militia clashed with the Garba ethnic militia at Manyatta Daba area in Jirime village (Marsabit Central, Saku, Marsabit). Five people were killed, several houses set alight.",5
KEN7752,30-Jun-21,2021,Battles,Armed clash,Police Forces of Kenya (2013-),,1,Al Shabaab,,Kenya,Garissa,Dadaab,Liboi,Liboi,0.3534,40.8723,Kenya News Agency,"On 30 June 2021, police officer shot and killed two suspected Al Shabaab militants along the main border in Liboi town (Dadaab, Garissa). Two rifles were recovered.",2
KEN7724,23-Jun-21,2021,Battles,Armed clash,Police Forces of Kenya (2013-),,1,Al Shabaab,,Kenya,Kwale,Matuga,Tsimba Golini,Kwale,-4.1738,39.4521,Citizen (Kenya); Daily Nation (Kenya); Twitter; Xinhua,"On 23 June 2021, members of the Kenya's anti-terrorism police in Kwale (Matuga, Kwale) attacked and killed one Al Shabaab militia member. Police seized one AK47 rifle, 763 rounds of ammunition, a laptop and several other electronic devices.",1
KEN7725,23-Jun-21,2021,Battles,Armed clash,Al Shabaab,,2,Police Forces of Kenya (2013-),,Kenya,Mandera,Mandera East,Township,Mandera,3.9357,41.8542,Twitter; The Star (Kenya); Xinhua; Shabelle Media Network,"On 23 June 2021, a group of Al Shabaab militants clashed with police officers in Koromey near Mandera (Mandera, Mandera East, Mandera). One officer was killed and two other officers were injured.",1
KEN7721,22-Jun-21,2021,Battles,Armed clash,Al Shabaab,,2,Police Forces of Kenya (2013-),,Kenya,Mandera,Mandera East,Township,Mandera,3.9357,41.8542,The Star (Kenya); Hiiraan (Somalia); Radio Dalsan; BBC News; Radio Kulmiye; Twitter; Somali Memo,"On 22 June 2021, a group of Al Shabaab militants clashed with Kenyan police officers in Mandera's Bambahowla area - coded as Mandera (Mandera). Al Shabaab militants attacked a convoy from Wargaduud Police Station, en route to Ceel-waaq district. The attackers presumably set fire to two vehicles. At least three police officers were killed and three injured.",3
KEN7722,22-Jun-21,2021,Battles,Armed clash,Nakuru Communal Militia (Kenya),Pastoralists (Kenya),4,Nakuru Communal Militia (Kenya),Pastoralists (Kenya),Kenya,Nakuru,Nakuru North,Kabatini,Nakuru,-0.2441,36.142,Facebook,"Around 22 June 2021 (as reported), armed communal groups clashed at Longamani Forest in Nakuru (Nakuru North, Nakuro) allegedly over cattle disputes. Three people were killed and two injured.",3
KEN7729,15-Jun-21,2021,Battles,Armed clash,Borana Ethnic Militia (Kenya),,4,Garba Ethnic Militia (Kenya),,Kenya,Marsabit,Saku,Marsabit Central,Marsabit,2.333,37.983,Daily Nation (Kenya),"Around 15 June 2021 (month of), more than 18 people were killed in the month of June in clashes between Borana ethnic militia and Garba ethnic militia in villages near Saku town and Marsabit town (Marsabit Central, Saku, Marsabit).",18
KEN7708,12-Jun-21,2021,Battles,Armed clash,Samburu Ethnic Militia (Kenya),Pastoralists (Kenya),4,Turkana Ethnic Militia (Kenya),Pastoralists (Kenya),Kenya,Isiolo,Isiolo,Ngare Mara,Ngeramara,0.5965,37.623,Daily Nation (Kenya),"On 12 June 2021, over a hundred suspected Samburu herders ambushed Turkana herders who were grazing over 800 goats near the Isiolo-Samburu border near Ngeramara village (Ngare Mara, Isiolo). A fire-exchange was reported. Six people were killed.",6
KEN7706,8-Jun-21,2021,Battles,Armed clash,Pokot Ethnic Militia (Kenya),Pastoralists (Kenya),4,Police Forces of Kenya (2013-) General Service Unit,,Kenya,Turkana,Turkana East,Kapedo,Lomelo,1.5,35.9167,Kenya Standard; Star (Kenya),"On 8 June 2021, suspected Pokot ethnic militia ambushed a contingent of police forces (General Service Unit) on the road between Lopii village and Kakulit village near Lomelo town (Kapedo, Turkana East, Turkana). One police officer was injured.",0
KEN7704,7-Jun-21,2021,Battles,Armed clash,Al Shabaab,,2,Police Forces of Kenya (2013-),,Kenya,Mandera,Mandera North,Guticha,Olla,3.9167,40.85,Daily Nation (Kenya); The Star (Kenya),"On 7 June 2021, suspected Al Shabaab militants ambushed a police convoy escorting the buses along Rhamu to Banisa road, near Kormatto area in between Serman and Olla village (Guticha, Mandera North, Mandera). At least four officers were killed and a police land cruiser was destroyed.",4
KEN7711,6-Jun-21,2021,Battles,Armed clash,Al Shabaab,,2,Police Forces of Kenya (2013-),,Kenya,Wajir,Wajir East,Township,Wajir,1.75,40.06,The Star (Kenya),"On 6 June 2021, presumably a group of Al Shabaab militants clashed with police officers in a police camp in Wajir (Wajir East, Wajir). No fatalities and/or injuries reported.",0
KEN7703,5-Jun-21,2021,Battles,Armed clash,Military Forces of Kenya (2013-),,1,Al Shabaab,,Kenya,Lamu,Lamu East,Basuba,Mararani,-1.7027,41.3019,Daily Nation (Kenya),"On 5 June 2021, Kenya military forces conducted a multi-agency operation called linda amani Boni in Boni Forest area against Al Shabaab militants at the Mangulo area near Mararani town (Basuba, Lamu East, Lamu). Two militants were killed.",2
KEN7688,16-May-21,2021,Battles,Armed clash,Unidentified Ethnic Militia (Uganda),,4,Kikuyu Ethnic Militia (Kenya),,Kenya,Nairobi,Ruaraka,Utalii,Mathare,-1.2614,36.8608,Citizen (Kenya),"On 16 May 2021, a group of armed Ugandans (of unknown ethnicity) clashed with a Kikuyu militia in Mlango Kubwa area in the Mathare area of Ruaraka constituency (Utalii, Nairobi). One person was killed. The motive of the fighting is control of business spaces in the area.",1
KEN7684,12-May-21,2021,Battles,Armed clash,Al Shabaab,,2,Police Forces of Kenya (2013-),,Kenya,Wajir,Tarbaj,Tarbaj,Tarbaj,2.216,40.12,The Star (Kenya),"On 12 May 2021, Al Shabaab militants clashed with Kenya police reservists in an attacked on the Safricom mast in Tarbaj town (Wajir). Two police officers and two militants were killed.",4
KEN7682,10-May-21,2021,Battles,Armed clash,Al Shabaab,,2,Police Forces of Kenya (2013-),,Kenya,Lamu,Lamu West,Mkomami,Lamu,-2.2717,40.902,The Star (Kenya),"On 10 May 2021, Al Shabaab militants ambushed Kenya security forces (police) along the Kenya-Somalia border near Lamu town (Mkomami, Lamu). Two militants were killed.",2
KEN7678,3-May-21,2021,Battles,Armed clash,Auliyan Ethnic Militia (Kenya),,4,Borana Ethnic Militia (Kenya),,Kenya,Isiolo,Garbatulla,Garbatulla,Garba Tula,0.5333,38.52,Daily Nation (Kenya),"On 3 May 2021, an Auliyan ethnic militia clashed with a Borana Ethnic militia at Qarsa village near the Isiolo-Garissa border, near Garba Tula town (Garbatulla, Isiolo). Two people were killed and eight others were injured. The motive is related to land disputes between the group.",2
KEN7668,10-Apr-21,2021,Battles,Armed clash,Borana Ethnic Militia (Kenya),,4,Auliyan Ethnic Militia (Kenya),,Kenya,Isiolo,Garbatulla,Garbatulla,Garba Tula,0.5333,38.52,Daily Nation (Kenya),"On 10 April 2021, a Borana ethnic militia clashed with an Auliyan ethnic militia Kambi Samaki in a area near Isiolo-Garissa border near Garba Tula Town (Garbatulla, Isiolo). At least five people were killed and several people were also injured and tens of livestock stolen.",5
KEN7666,5-Apr-21,2021,Battles,Armed clash,Police Forces of Kenya (2013-) Rapid Deployment Unit,,1,Unidentified Armed Group (Kenya),,Kenya,Baringo,Marigat,Mukutani,Arabal,0.5138,36.1756,The Star (Kenya),"On 5 April 2021, police forces (Rapid Deployment Unit) clashed with unidentified bandits that raided Lamaiywet and Arabala village in Kisanana district (Mogotio, Baringo). No fatalities and/or injuries reported.",0
KEN7667,5-Apr-21,2021,Battles,Armed clash,Al Shabaab,,2,Military Forces of Kenya (2013-),,Kenya,Lamu,Lamu West,Mkomami,Lamu,-2.2717,40.902,Somali Memo,"On 5 April 2021, an IED by Al Shabaab militants detonated, targeting a Kenyan military forces convoy passing near Lamu town (Mkomami, Lamu). No fatalities and/or injuries reported.",0
KEN7656,9-Mar-21,2021,Battles,Armed clash,Al Shabaab,,2,Police Forces of Kenya (2013-),,Kenya,Mandera,Mandera South,Elwak North,El Wak,2.8094,40.9358,Star (Kenya),"On 9 March 2021, Al Shabaab militants carried out a hit and run attack against a Kenya police camp (Anti-Stock Theft Unit) in Elram area near El Wak town (Mandera South, Mandera). No fatalities and/or injuries reported.",0
KEN7650,4-Mar-21,2021,Battles,Armed clash,Al Shabaab,,2,Military Forces of Kenya (2013-),,Kenya,Wajir,Wajir East,Khorof,Khorof Harar,2.202,40.754,Somali Memo,"On 4 March 2021, Al Shabaab militants carried out a hit and run attack against Kenya defence forces at Qarso village near Khorof Harar town (Wajir East, Wajir). No fatalities and/or injuries reported.",0
KEN7648,25-Feb-21,2021,Battles,Armed clash,Al Shabaab,,2,Police Forces of Kenya (2013-) Border Patrol Unit,,Kenya,Mandera,Lafey,Fino,Sheikh Barrow,3.5042,41.1934,Somali Memo,"On 25 February 2021, Al Shabaab militants carried out a hit and run attack against Kenya police forces (Border Patrol Unit) in Sheikh Barrow village (Lafey, Mandera). Al Shabaab claimed to have killed one officer. The killing was not reported by other sources.",0
KEN7644,15-Feb-21,2021,Battles,Armed clash,Al Shabaab,,2,Police Forces of Kenya (2013-),,Kenya,Wajir,Wajir East,Khorof,Khorof Harar,2.202,40.754,The Star (Kenya),"On 15 February 2021, Al Shabaab militants attacked a police unit in Khorof Harar town (Wajir East, Wajir). Local security forces and residents were injured.",0
KEN8093,15-Feb-21,2021,Battles,Armed clash,Al Shabaab,,2,Police Forces of Kenya (2013-),,Kenya,Mandera,Mandera North,Rhamu,Jabibar,3.8363,41.19,Daily Nation (Kenya),"On 15 February 2021, Al Shabaab militants attacked Jabibar village, Rhamu district (Mandera, Mandera). A police reservist and a civilian were killed during the incident.",2
KEN7642,9-Feb-21,2021,Battles,Armed clash,Unidentified Armed Group (Kenya),,3,Police Forces of Kenya (2013-),,Kenya,Mandera,Banissa,Guba,Guba,3.8667,40.6,Daily Nation (Kenya),"On 9 February 2021, unidentified gunmen opened fire on officers at a police station in Turbi village (Banissa, Mandera). The gunmen were from Funan Idhaa area, which is reported to be a training ground for a militia group.",0
KEN8092,31-Jan-21,2021,Battles,Armed clash,Military Forces of Kenya (2013-),,1,Al Shabaab,,Kenya,Wajir,Wajir North,Batalu,Bute,2.8333,39.85,Daily Nation (Kenya),"Around 31 January 2021 (end of month), Kenyan military forces killed two suspected Al Shabaab militants at Bute area (Wajir North, Wajir). No further details.",2
KEN7638,27-Jan-21,2021,Battles,Armed clash,Garba Ethnic Militia (Kenya),,4,Borana Ethnic Militia (Kenya),,Kenya,Marsabit,Moyale,Uran,Funan Qumbi,3.3684,38.3548,Daily Nation (Kenya),"On 27 January 2021, a Garba ethnic militia clashed with a Borana ethnic militia during an attempt to recover more than 100 head of cattle stolen in Funan Qumbi village (Saku, Marsabit). One person was killed.",1
KEN8091,25-Jan-21,2021,Battles,Armed clash,Military Forces of Somalia (2017-2022) Jubaland Security Force,,8,Military Forces of Somaliland (2010-),,Kenya,Mandera,Mandera East,Township,Mandera,3.9357,41.8542,Daily Nation (Kenya),"On 25 January 2021, Jubaland security forces clashed with the Somaliland military in Mandera town (Mandera East, Mandera county). It is alledged that the the Jubaland security forces were re-assembling their camp in the area. Casualties unknown.",0
KEN7637,24-Jan-21,2021,Battles,Armed clash,Military Forces of Kenya (2013-),,1,Al Shabaab,,Kenya,Mandera,Banissa,Banissa,Banissa,3.9439,40.3445,Daily Nation (Kenya),"On 24 January 2021, Kenya defense forces (Special Operation Group) clashed with Al Shabaab militants during a patrol operation in the Ali Wol dam area between Ashabito and Banissa town (Banissa, Mandera). One militant was killed.",1
KEN8090,20-Jan-21,2021,Battles,Armed clash,Al Shabaab,,2,Police Forces of Kenya (2013-),Military Forces of Kenya (2013-),Kenya,Mandera,Mandera South,Kotulo,El Ramu,2.332,40.889,Daily Nation (Kenya),"On 20 January 2021, police from the Anti-Stock Theft Unit (ASTU), supported by the military, repulsed suspected Al Shabaab militants at El Ramu (Mandera South, Mandera), who sought to over-run their camp. Casualities unknown.",0
KEN7633,19-Jan-21,2021,Battles,Armed clash,Pokot Ethnic Militia (Kenya),Pastoralists (Kenya),4,Police Forces of Kenya (2013-) General Service Unit,,Kenya,Baringo,Tiaty,Tirioko,Kapedo,1.1692,36.0955,Kenya Broadcasting Corporation,"On 19 January 2021, a suspected Pokot ethnic militia ambushed police forces (GSU) while they were on patrol heading to Kasarani village in the vicinity of Kapedo town (Tiaty, Baringo). Three officers were injured.",0
KEN7632,18-Jan-21,2021,Battles,Armed clash,Pokomo Ethnic Militia (Kenya),,4,Wardei Ethnic Militia (Kenya),,Kenya,Tana River,Bura,Madogo,Mbalambala,-0.0961,39.0426,Daily Nation (Kenya),"On 18 January 2021, armed men froma Pokomo ethnic militia clashed with a Wardei militia in Konoramada, Madogo town and Garsoda villages near Mbalambala town (Bura, Tana River). One person was killed and several houses were reportedly burnt down. The motive of the clash is unknown.",1
KEN7631,17-Jan-21,2021,Battles,Armed clash,Pokot Ethnic Militia (Kenya),Pastoralists (Kenya),4,Police Forces of Kenya (2013-) General Service Unit,Government of Kenya (2013-),Kenya,Turkana,Turkana East,Kapedo,Kapedo,1.183,36.1039,Star (Kenya); Kenya Standard,"On 17 January 2021, gunmen from a Pokot ethnic militia ambushed a police (GSU) convoy after food was distributed at Ameyen village near Kapedo town (East Turkana). A senior GSU officer was fatally shot, along with three others officers. Three Members of Parliament allegedly were also locked up in the village and were forced to spend their night at the center.",4
KEN8089,15-Jan-21,2021,Battles,Armed clash,Police Forces of Kenya (2013-),,1,Al Shabaab,,Kenya,Mandera,Banissa,Banissa,Banissa,3.9439,40.3445,Daily Nation (Kenya),"On 15 January 2021, police engaged suspected Al Shabaab militants in an armed clash at a water point in Wako Dadacha village, near Banissa (Banissa, Mandera county). One civilian was killed and another injured during the incident.",1
KEN8088,14-Jan-21,2021,Battles,Armed clash,Al Shabaab,,2,Garre Ethnic Militia (Kenya),,Kenya,Mandera,Mandera West,Takaba South,Takaba,3.3553,40.2228,Daily Nation (Kenya),"On 14 January 2021, Garre ethnic militia repulsed suspected Al Shabaab militants who attempted to hit a telecommunications mast at Didkuro area near Takaba (Mandera West, Mandera county).",0
KEN7629,13-Jan-21,2021,Battles,Armed clash,Dassanach Ethnic Militia (Kenya),Pastoralists (Kenya),4,Gabra Ethnic Militia (Kenya),Pastoralists (Kenya),Kenya,Marsabit,North Horr,North Horr,North Horr,3.3167,37.0667,Daily Nation (Kenya),"On 13 January 2021, armed gunmen from a Dasenaach ethnic militia clashed with a Gabra ethnic militia over a grazing zone and watering point in Sibiloi National Park in Madho Dimtu village near North Horr town (North Horr, Marsabit). One person was killed and two others injured.",1
KEN7623,9-Jan-21,2021,Battles,Armed clash,Ajuran Ethnic Militia (Kenya),Pastoralists (Kenya),4,Borana Ethnic Militia (Kenya),Pastoralists (Kenya),Kenya,Isiolo,Garbatulla,Garbatulla,Eldera,0.7162,38.6422,The Star (Kenya),"On 9 January 2021, an Ajuran ethnic militia clashed with a Borana ethnic militia in the vicinity of Eldera village (Garbatulla, Isiolo South). At least six people were killed. The motive of the clash is believed to be over a land dispute and water.",6
KEN7622,31-Dec-20,2020,Battles,Armed clash,Unidentified Armed Group (Kenya),,3,Police Forces of Kenya (2013-),,Kenya,Baringo,Marigat,Marigat,Chemoe,0.3167,35.8833,Star (Kenya),"On 31 December 2020, unidentified gunmen ambushed police forces (Anti-Stock Theft Unit ) as they collected firewood in Sang'orok on the border of Baringo North and Tiaty sub counties in Chemoe village (Baringo South, Baringo). One police officer was killed and others injured.",1
