OBJECTID,data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
136,9468993,404,KEN8237,8237,03 March 2022,2022,1,Riots,Mob violence,Rioters (Kenya),Vigilante Group (Kenya),5,,,0,50,Eastern Africa,Kenya,Bungoma,Tongaren,Tongaren,Binyenya,0.8271,34.988,2,Opera News (Kenya); NTV (Kenya); Facebook,New media-National,"On 3 March 2022, local residents stormed the home of a middle aged man in Namawanga village near Binyenya (Tongaren, Bungoma county) and set ablaze his houses, accusing him of killing his father inlaw. The suspect was later arrested by police. [size=no report]",0,1663032945,KEN
137,8893102,404,KEN8265,8265,02 March 2022,2022,1,Riots,Mob violence,Rioters (Kenya),Unidentified Communal Militia (Kenya),5,Rioters (Kenya),Labour Group (Kenya),5,55,Eastern Africa,Kenya,Kisumu,Muhoroni,Chemelil,Chemelil,-0.0877,35.126,2,Star (Kenya); Capital FM; NTV (Kenya),New media-National,"On 2 March 2022, unidentified militia allegedly hired by Crossley Holdings (auctioneers), stormed Miwani sugar company near Chemelil (Muhoroni, Kisumu county ) claiming they had a court order to take control of the company. Local residents, including workers resisted the forceful takeover leading to a confrontation. 3 people were killed and 2 vehicles used to ferry the militia burned during the incident. [size=no report]",3,1646691987,KEN
139,8893238,404,KEN8280,8280,02 March 2022,2022,1,Riots,Mob violence,Rioters (Kenya),,5,Civilians (Kenya),Labour Group (Kenya),7,57,Eastern Africa,Kenya,Meru,Imenti South,Nkuene,Nkubu,-0.0652,37.6652,2,Daily Nation (Kenya),National,"On 2 March 2022, a mob attacked workers from Githongo tea factory, at Kaurone near Nkubu (Imenti South, Meru county), allegedly over a disputed piece of land, that the factory intended to buy for its woodlots. Two workers were killed while other two managed to escape. [size=no report]",2,1646691988,KEN
140,8893379,404,KEN8274,8274,02 March 2022,2022,1,Protests,Peaceful protest,Protesters (Kenya),Farmers (Kenya),6,,,0,60,Eastern Africa,Kenya,Muranga,Kiharu,Township,Muranga,-0.7166,37.15,1,Star (Kenya),National,"On 2 March 2022, a section of farmers took to the streets in Muranga (Kiharu, Muranga county), protesting against the massive importation of eggs from neighbouring Uganda. The protestors called on the government to regulate the importation of poultry products and the restore the market. [size=no report]",0,1646691988,KEN
144,8893232,404,KEN8264,8264,01 March 2022,2022,1,Riots,Mob violence,Rioters (Kenya),Vigilante Group (Kenya),5,Civilians (Kenya),,7,57,Eastern Africa,Kenya,Migori,Uriri,South Kanyamkago,Oruba,-0.9688,34.5314,1,Citizen (Kenya),National,"On 1 March 2022, local residents cornered and beat-up a 15-year-old boy in Oruba (Uriri, Mogori county), on allegation of theft, before he was rescued by police. [size=no report]",0,1646691988,KEN
145,8893378,404,KEN8262,8262,01 March 2022,2022,1,Protests,Peaceful protest,Protesters (Kenya),,6,,,0,60,Eastern Africa,Kenya,Homa Bay,Suba,Kaksingiri West,Rangwe,-0.5667,34.1667,2,Star (Kenya),National,"On 1 March 2022, local residents staged demonstration, condemning the poor workmanship of the Maugo bridge in Kochia near Rangwe (Suba, Homa Bay county). No further information. [size=no report]",0,1646691988,KEN
147,8900578,404,KEN8288,8288,01 March 2022,2022,1,Protests,Peaceful protest,Protesters (Kenya),Students (Kenya),6,,,0,60,Eastern Africa,Kenya,Kitui,Kitui Central,Township,Kitui,-1.3667,38.0167,1,Kenya Broadcasting Corporation,National,"On 1 March 2022, students at Kitui Teachers Training College (TTC) marched to the sub-county education office in Kitui (Kitui), demanding a better learning environment. No further information. [size=no report]",0,1647287810,KEN
148,8900614,404,KEN8289,8289,01 March 2022,2022,1,Protests,Peaceful protest,Protesters (Kenya),Labour Group (Kenya),6,,,0,60,Eastern Africa,Kenya,Turkana,Turkana West,Lokichoggio,Lokichoggio,4.2,34.35,1,KTN News (Kenya),National,"On 1 March 2022, over 400 Lokichoggio-Juba road construction workers, staged a protest in Lokichoggio (Turkana West, Turkana county), demanding better wages and allowances from their employer. [size=over 400]",0,1647287810,KEN
152,8893327,404,KEN8271,8271,28 February 2022,2022,2,Riots,Violent demonstration,Rioters (Kenya),Health Workers (Kenya),5,Police Forces of Kenya (2013-),,1,15,Eastern Africa,Kenya,Homa Bay,Homa Bay Town,Homa Bay Central,Homa Bay,-0.5273,34.4571,1,Opera News (Kenya),National,"Around 28 February 2022, doctors and nurses at the Homa-bay teaching and referral hospital clashed with the county security guards in Homa Bay (Homa Bay Town, Homa Bay county), as they tried to access the governor's office over their delayed salaries. The incidence resulted into unknown value of property destroyed and injuries sustained. [size=no report]",0,1646691988,KEN
155,8893330,404,KEN8256,8256,27 February 2022,2022,1,Protests,Peaceful protest,Protesters (Kenya),,6,,,0,60,Eastern Africa,Kenya,Kiambu,Gatundu South,Ndarugu,Gacarage,-0.9333,36.75,2,People Daily,National,"On 27 February 2022, hundreds of local residents staged a protest over the abandoned construction of Karatu stadium, near Gacarage (Gatundu South, Kiambu county). They called on the president to compel the contractor to finish the project. [size=hundreds]",0,1646691988,KEN
160,8893233,404,KEN8249,8249,26 February 2022,2022,1,Protests,Peaceful protest,Protesters (Kenya),,6,,,0,60,Eastern Africa,Kenya,Kwale,Msambweni,Kinondo,Kinondo,-4.39,39.5465,1,Citizen (Kenya),National,"On 26 February 2022, two self-help groups and local residents staged a protest in Kinondo (Masambweni, Kwale county) over the alleged grabbing of their land by a private developer. The protestors called on the government to probe the land injustice. [size=no report]",0,1646691988,KEN
164,8863241,404,KEN8224,8224,24 February 2022,2022,1,Riots,Mob violence,Rioters (Kenya),Vigilante Group (Kenya),5,Civilians (Kenya),,7,57,Eastern Africa,Kenya,Nakuru,Naivasha,Lake View,Naivasha,-0.7202,36.4285,1,Star (Kenya),National,"On 24 February 2022, local residents beat up a man in Karagita area of Naivasha town (Naivasha, Nakuru county) for allegedly stabbing the wife to death, accusing her of infidelity. [size=no report]",0,1646090678,KEN
168,9106097,404,KEN8211,8211,23 February 2022,2022,1,Riots,Mob violence,Rioters (Kenya),Jubilee Coalition (Kieleweke Faction),5,Police Forces of Kenya (2013-),,1,15,Eastern Africa,Kenya,Kirinyaga,Kirinyaga West,Kariti,Sagana,-0.6655,37.2104,1,Star (Kenya),National,"On 23 February 2022, supporters of the Jubilee party (who were not on the list of attendants), clashed with the police, as they forced their way into the venue of the Sagana III meeting, addressed by the President in Sagana (Kirinyaga West, Kirinyaga). No one was injured during the incident. [size=no report]",0,1650311549,KEN
173,8863086,404,KEN8214,8214,21 February 2022,2022,2,Protests,Peaceful protest,Protesters (Kenya),Women (Kenya),6,,,0,60,Eastern Africa,Kenya,Baringo,Tiaty,Tirioko,Tiati,1.2972,35.9336,1,Daily Nation (Kenya),National,"Around 21 February 2022 (as reported), women staged a peaceful demonstration in Tiati (Tiaty, Baringo county), condemning the attack on a school bus ferrying students the week before. [size=no report]",0,1646090678,KEN
178,9468992,404,KEN8202,8202,21 February 2022,2022,1,Riots,Mob violence,Rioters (Kenya),,5,,,0,50,Eastern Africa,Kenya,Homa Bay,Ndhiwa,Kanyamwa Kosewe,Ndhiwa,-0.7333,34.3667,1,Star (Kenya); Opera News (Kenya),National,"On 21 February 2022, a mob attacked a hotel owned by an aspirant for the Homa Bay women Rep seat in Ndhiwa (Ndhiwa, Homa Bay county). Property of unknown value was vandalized and stolen during the incident. [size=no report] [women targeted: candidates for office]",0,1663032945,KEN
180,8862917,404,KEN8213,8213,20 February 2022,2022,1,Protests,Peaceful protest,Protesters (Kenya),,6,,,0,60,Eastern Africa,Kenya,Nakuru,Kuresoi South,Keringet,Keringet,-0.4666,35.6833,2,Daily Nation (Kenya); NTV (Kenya),New media-National,"On 20 February 2022, local residents demonstrated at the Kiptagich trading centre near Keringet (Kuresoi South, Nakuru County), calling for justice, following the deaths of three people allegedly at the hands of the police. [size=no report]",0,1646090677,KEN
183,8863231,404,KEN8198,8198,20 February 2022,2022,1,Riots,Violent demonstration,Rioters (Kenya),Students (Kenya),5,Police Forces of Kenya (2013-),,1,15,Eastern Africa,Kenya,Nakuru,Naivasha,Lake View,Naivasha,-0.7202,36.4285,1,Star (Kenya),National,"On 20 February 2022, students of Naivasha high school smashed windows and doors at the institution in Naivasha (Naivasha, Nakuru county), allegedly over sitting for exams. Police officers intervened, and the school was closed indefinitely. [size=no report]",0,1646090678,KEN
186,8863066,404,KEN8200,8200,19 February 2022,2022,1,Riots,Mob violence,Rioters (Kenya),Vigilante Group (Kenya),5,Civilians (Kenya),,7,57,Eastern Africa,Kenya,Machakos,Yatta,Matuu,Matuu,-1.146,37.5475,2,Citizen (Kenya),National,"On 19 February 2022, residents beat up a man at Kabaa bridge near Matuu (Yatta, Machakos county), for allegedly attempting to drown his two sons in River Athi, following an altercation with his wife. Police intervened and rescued the man. [size=no report]",0,1646090678,KEN
191,8863113,404,KEN8199,8199,18 February 2022,2022,1,Riots,Mob violence,Rioters (Kenya),Vigilante Group (Kenya),5,Civilians (Kenya),,7,57,Eastern Africa,Kenya,Vihiga,Sabatia,Lyaduywa,Sabatia,0.1,34.75,1,Kenya Standard,National,"On 18 February 2022, a mob attacked a 19-year-old man and nailed him on a tree at Chamasili village, within Sabatia (Sabatia, Vihiga county), for allegedly stealing a radio. [size=no report]",0,1646090678,KEN
192,8863153,404,KEN8173,8173,18 February 2022,2022,1,Riots,Mob violence,Rioters (Kenya),Taxi Drivers (Kenya),5,Civilians (Kenya),Taxi Drivers (Kenya),7,57,Eastern Africa,Kenya,Nakuru,Naivasha,Lake View,Naivasha,-0.7202,36.4285,1,NTV (Kenya),New media,"On 18 February 2022, local residents, including taxi operators, stormed one of the homes and rescued an injured boda boda taxi operator, who had been locked in the house on religious grounds in Naivasha (Naivasha, Nakuru county). It is unclear whether this was an act of vigilante justice. [size=no report]",0,1646090678,KEN
193,9105720,404,KEN8189,8189,18 February 2022,2022,2,Riots,Mob violence,Rioters (Kenya),Vigilante Group (Kenya),5,Civilians (Kenya),,7,57,Eastern Africa,Kenya,Kakamega,Malava,Butali Chegulo,Matsakha,0.5333,34.8167,2,Kenya Standard; K24,National,"Around 18 February 2022 (as reported), local residents lynched a 40 year old man in Soko Mjinga village near Matsakha (Malava, Kakamega county), for allegedly defiling his three-year-old niece and burning her body. [size=no report]",1,1650311548,KEN
197,8850597,404,KEN8182,8182,17 February 2022,2022,2,Protests,Peaceful protest,Protesters (Kenya),Government of Kenya (2013-),6,,,0,60,Eastern Africa,Kenya,Muranga,Muranga South,Kamahuhu,Maragwa,-0.8667,37.15,1,Kenya Standard,National,"Around 17 February 2022 (as reported), local residents joined by a Member of Parliament (MP), staged a protest outside the sub-county birth and deaths registration office in Maragwa (Muranga South, Muranga county) over the delay in issuing birth certificates. No further information. [size=no report]",0,1645475952,KEN
202,8850564,404,KEN8176,8176,16 February 2022,2022,2,Riots,Mob violence,Rioters (Kenya),,5,Civilians (Kenya),,7,57,Eastern Africa,Kenya,Siaya,Gem,Central Gem,North Gem,0.1,34.4833,2,Daily Nation (Kenya),National,"Around 16 February 2022 (as reported), rowdy youths disrupted a meeting organized by a parliamentary aspirant (Booker Ngesa) in Gem town coded as North Gem (Gem, Siaya County), by lobbying teargas canisters into the crowd. No further information. [size=no report]",0,1645475952,KEN
204,8850651,404,KEN8179,8179,16 February 2022,2022,2,Riots,Mob violence,Rioters (Kenya),Vigilante Group (Kenya),5,Civilians (Kenya),,7,57,Eastern Africa,Kenya,Nakuru,Nakuru North,Kabatini,Nakuru,-0.2441,36.142,1,Opera News (Kenya),National,"Around 16 February 2022 (as reported), a group cornered and lynched two men in Nakuru (Nakuru North, Nakuru county), allegedly for snatching a mobile phone and stealing Shs40000 from a motorist. [size=no report]",2,1645475952,KEN
205,8862908,404,KEN8183,8183,16 February 2022,2022,1,Riots,Violent demonstration,Rioters (Kenya),Fishermen (Kenya),5,Police Forces of Kenya (2013-),,1,15,Eastern Africa,Kenya,Nakuru,Naivasha,Lake View,Naivasha,-0.7202,36.4285,1,Daily Nation (Kenya); Citizen (Kenya),National,"On 16 February 2022, more than 50 fish traders marched to the office of Deputy County Commissioner Kisilu Mutua in Karagita area of Naivasha town (Naivasha, Nakuru county) following the fatal shooting of a fellow fisherman by police. Running battles between the group and police ensued. No details on injuries. [size=more than 50]",0,1646090677,KEN
210,8850450,404,KEN8164,8164,14 February 2022,2022,1,Protests,Peaceful protest,Protesters (Kenya),Students (Kenya); Women (Kenya),6,,,0,60,Eastern Africa,Kenya,Baringo,Baringo Central,Kabarnet,Kabarnet,0.4919,35.743,2,Citizen (Kenya); Kenya Standard,National,"On 14 February 2022, over 400 students from Pemwai girls secondary school marched from the institution to Kabarnet town (Baringo central, Baringo county), following the death of two students. They accused the school principal of negligence and called on the county director of education to intervene. [size=over 400]",0,1645475952,KEN
211,8850592,404,KEN8175,8175,14 February 2022,2022,1,Riots,Mob violence,Rioters (Kenya),Vigilante Group (Kenya),5,Civilians (Kenya),Christian Group (Kenya),7,57,Eastern Africa,Kenya,Trans Nzoia,Cherangany,Cherangany,Cherangani,0.9833,35.2167,2,K24,National,"On 14 February 2022, local residents lynched a Christian man in Kong'asis village, near Cherangani (Cherangany, Trans Nzoia County), allegedly for killing the son of a fellow congregate whom he had a quarrel with and destroying property of a fellow congregant. [size=no report]",1,1645475952,KEN
212,8862912,404,KEN8204,8204,14 February 2022,2022,1,Riots,Mob violence,Rioters (Kenya),,5,Civilians (Kenya),,7,57,Eastern Africa,Kenya,Migori,Awendo,Central Sakwa,Awendo,-0.9,34.5333,2,Opera News (Kenya); Star (Kenya),National,"On 14 February 2022, the house of the parents of one of the candidates for Migori governor, Robert Kennedy Okong'o, was set alight, with them locked inside, in a suspected politically motivated attack in Komolo Rume Village, within Awendo (Awendo, Migori county). Neighbors' assisted them to get out. [size=no report]",0,1646090677,KEN
213,9105719,404,KEN8165,8165,14 February 2022,2022,1,Riots,Mob violence,Rioters (Kenya),Vigilante Group (Kenya),5,Civilians (Kenya),,7,57,Eastern Africa,Kenya,Embu,Mbeere North,Nthawa,Kangaru,-0.5333,37.6167,2,Kenya Standard; Facebook; Kenyan Television NTV,New media-National,"On 14 February 2022, a mob lynched two men in Uvarire village near Kangaru (Mbeere North, Embu County) for allegedly attacking and injuring a woman. [size=no report]",2,1650311548,KEN
215,8850452,404,KEN8169,8169,12 February 2022,2022,1,Riots,Violent demonstration,Rioters (Kenya),,5,Police Forces of Kenya (2013-),,1,15,Eastern Africa,Kenya,Turkana,Turkana South,Lobokat,Kainuk,1.7745,35.506,1,Opera News (Kenya); Kenya Standard,National,"On 12 February 2022, local residents barricaded the road between Kainuk and Kepenguria in Kainuk town (Turkana South, Turkana County) with burning tires and branches following the killing of a herder following an attack by suspected Pokot militia (coded separately). Police dispersed the crowd. [size=no report]",0,1645475952,KEN
216,8850557,404,KEN8162,8162,12 February 2022,2022,1,Riots,Mob violence,Rioters (Kenya),Vigilante Group (Kenya),5,Civilians (Kenya),,7,57,Eastern Africa,Kenya,Machakos,Yatta,Matuu,Matuu,-1.146,37.5475,2,Citizen (Kenya),National,"On 12 February 2022, a mob nabbed a middle-aged man, before subjecting him to mob justice at Kiwanja village near Matuu (Yatta, Machakos county) for allegedly defiling two young girls. The suspect was rescued by police. [size=no report]",0,1645475952,KEN
